date,store,category,promotion,sales
2021-03-11,Store_A,Grocery,0,398.41
2021-03-12,Store_A,Grocery,0,457.5
2021-03-13,Store_A,Grocery,0,415.51
2021-03-14,Store_A,Grocery,0,367.54
2021-03-15,Store_A,Grocery,0,315.86
2021-03-16,Store_A,Grocery,0,368.69
2021-03-17,Store_A,Grocery,1,495.3
2021-03-18,Store_A,Grocery,0,329.95
2021-03-19,Store_A,Grocery,0,414.2
2021-03-20,Store_A,Grocery,0,352.7
2021-03-21,Store_A,Grocery,0,363.72
2021-03-22,Store_A,Grocery,0,327.26
2021-03-23,Store_A,Grocery,0,381.6
2021-03-24,Store_A,Grocery,0,427.22
2021-03-25,Store_A,Grocery,0,331.32
2021-03-26,Store_A,Grocery,0,350.61
2021-03-27,Store_A,Grocery,0,379.36
2021-03-28,Store_A,Grocery,0,312.48
2021-03-29,Store_A,Grocery,0,368.72
2021-03-30,Store_A,Grocery,0,399.54
2021-03-31,Store_A,Grocery,0,400.87
2021-04-01,Store_A,Grocery,0,339.57
2021-04-02,Store_A,Grocery,0,400.67
2021-04-03,Store_A,Grocery,0,373.08
2021-04-04,Store_A,Grocery,1,374.94
2021-04-05,Store_A,Grocery,0,394.0
2021-04-06,Store_A,Grocery,0,387.96
2021-04-07,Store_A,Grocery,0,349.46
2021-04-08,Store_A,Grocery,0,377.11
2021-04-09,Store_A,Grocery,0,414.24
2021-04-10,Store_A,Grocery,0,366.73
2021-04-11,Store_A,Grocery,0,275.88
2021-04-12,Store_A,Grocery,0,298.52
2021-04-13,Store_A,Grocery,0,359.67
2021-04-14,Store_A,Grocery,0,381.79
2021-04-15,Store_A,Grocery,0,341.49
2021-04-16,Store_A,Grocery,0,419.66
2021-04-17,Store_A,Grocery,0,363.11
2021-04-18,Store_A,Grocery,0,245.44
2021-04-19,Store_A,Grocery,1,381.62
2021-04-20,Store_A,Grocery,0,367.24
2021-04-21,Store_A,Grocery,0,352.81
2021-04-22,Store_A,Grocery,1,457.62
2021-04-23,Store_A,Grocery,0,377.14
2021-04-24,Store_A,Grocery,0,329.74
2021-04-25,Store_A,Grocery,0,235.1
2021-04-26,Store_A,Grocery,0,252.52
2021-04-27,Store_A,Grocery,0,347.84
2021-04-28,Store_A,Grocery,0,308.91
2021-04-29,Store_A,Grocery,0,291.02
2021-04-30,Store_A,Grocery,0,356.1
2021-05-01,Store_A,Grocery,0,323.35
2021-05-02,Store_A,Grocery,0,214.85
2021-05-03,Store_A,Grocery,0,326.34
2021-05-04,Store_A,Grocery,0,364.55
2021-05-05,Store_A,Grocery,0,355.58
2021-05-06,Store_A,Grocery,0,325.92
2021-05-07,Store_A,Grocery,0,357.35
2021-05-08,Store_A,Grocery,0,436.21
2021-05-09,Store_A,Grocery,0,272.58
2021-05-10,Store_A,Grocery,0,301.93
2021-05-11,Store_A,Grocery,0,294.85
2021-05-12,Store_A,Grocery,0,320.86
2021-05-13,Store_A,Grocery,1,478.21
2021-05-14,Store_A,Grocery,0,269.75
2021-05-15,Store_A,Grocery,0,285.54
2021-05-16,Store_A,Grocery,0,266.9
2021-05-17,Store_A,Grocery,0,247.52
2021-05-18,Store_A,Grocery,0,332.12
2021-05-19,Store_A,Grocery,0,320.18
2021-05-20,Store_A,Grocery,0,268.02
2021-05-21,Store_A,Grocery,0,254.91
2021-05-22,Store_A,Grocery,0,297.31
2021-05-23,Store_A,Grocery,0,196.21
2021-05-24,Store_A,Grocery,1,361.58
2021-05-25,Store_A,Grocery,0,317.07
2021-05-26,Store_A,Grocery,0,337.55
2021-05-27,Store_A,Grocery,0,264.57
2021-05-28,Store_A,Grocery,0,290.39
2021-05-29,Store_A,Grocery,0,241.27
2021-05-30,Store_A,Grocery,0,242.9
2021-05-31,Store_A,Grocery,0,321.48
2021-06-01,Store_A,Grocery,0,325.53
2021-06-02,Store_A,Grocery,0,342.01
2021-06-03,Store_A,Grocery,1,352.55
2021-06-04,Store_A,Grocery,0,317.7
2021-06-05,Store_A,Grocery,0,299.2
2021-06-06,Store_A,Grocery,0,99.62
2021-06-07,Store_A,Grocery,0,211.23
2021-06-08,Store_A,Grocery,0,337.17
2021-06-09,Store_A,Grocery,0,246.62
2021-06-10,Store_A,Grocery,1,414.78
2021-06-11,Store_A,Grocery,0,249.14
2021-06-12,Store_A,Grocery,0,234.78
2021-06-13,Store_A,Grocery,1,316.77
2021-06-14,Store_A,Grocery,0,239.73
2021-06-15,Store_A,Grocery,0,264.67
2021-06-16,Store_A,Grocery,0,337.87
2021-06-17,Store_A,Grocery,0,217.08
2021-06-18,Store_A,Grocery,0,284.38
2021-06-19,Store_A,Grocery,0,279.46
2021-06-20,Store_A,Grocery,0,200.7
2021-06-21,Store_A,Grocery,1,315.19
2021-06-22,Store_A,Grocery,0,252.15
2021-06-23,Store_A,Grocery,0,308.21
2021-06-24,Store_A,Grocery,0,280.98
2021-06-25,Store_A,Grocery,0,293.9
2021-06-26,Store_A,Grocery,0,228.16
2021-06-27,Store_A,Grocery,0,168.28
2021-06-28,Store_A,Grocery,0,225.83
2021-06-29,Store_A,Grocery,0,270.38
2021-06-30,Store_A,Grocery,0,293.8
2021-07-01,Store_A,Grocery,0,240.76
2021-07-02,Store_A,Grocery,0,306.5
2021-07-03,Store_A,Grocery,0,277.47
2021-07-04,Store_A,Grocery,0,225.02
2021-07-05,Store_A,Grocery,0,223.48
2021-07-06,Store_A,Grocery,0,273.56
2021-07-07,Store_A,Grocery,0,268.43
2021-07-08,Store_A,Grocery,0,217.55
2021-07-09,Store_A,Grocery,0,344.67
2021-07-10,Store_A,Grocery,0,285.85
2021-07-11,Store_A,Grocery,0,205.68
2021-07-12,Store_A,Grocery,0,219.93
2021-07-13,Store_A,Grocery,1,335.58
2021-07-14,Store_A,Grocery,0,302.25
2021-07-15,Store_A,Grocery,0,237.45
2021-07-16,Store_A,Grocery,0,288.36
2021-07-17,Store_A,Grocery,0,228.35
2021-07-18,Store_A,Grocery,0,186.56
2021-07-19,Store_A,Grocery,1,306.69
2021-07-20,Store_A,Grocery,0,244.45
2021-07-21,Store_A,Grocery,0,277.31
2021-07-22,Store_A,Grocery,0,194.56
2021-07-23,Store_A,Grocery,0,228.78
2021-07-24,Store_A,Grocery,0,223.09
2021-07-25,Store_A,Grocery,0,171.61
2021-07-26,Store_A,Grocery,0,247.18
2021-07-27,Store_A,Grocery,0,254.89
2021-07-28,Store_A,Grocery,0,269.69
2021-07-29,Store_A,Grocery,1,336.95
2021-07-30,Store_A,Grocery,0,285.91
2021-07-31,Store_A,Grocery,0,220.64
2021-08-01,Store_A,Grocery,0,176.29
2021-08-02,Store_A,Grocery,0,233.82
2021-08-03,Store_A,Grocery,0,269.02
2021-08-04,Store_A,Grocery,1,376.53
2021-08-05,Store_A,Grocery,0,245.15
2021-08-06,Store_A,Grocery,0,293.81
2021-08-07,Store_A,Grocery,0,319.89
2021-08-08,Store_A,Grocery,0,157.46
2021-08-09,Store_A,Grocery,0,294.7
2021-08-10,Store_A,Grocery,0,238.41
2021-08-11,Store_A,Grocery,0,206.22
2021-08-12,Store_A,Grocery,0,230.58
2021-08-13,Store_A,Grocery,1,396.22
2021-08-14,Store_A,Grocery,0,314.56
2021-08-15,Store_A,Grocery,0,157.05
2021-08-16,Store_A,Grocery,0,243.54
2021-08-17,Store_A,Grocery,0,225.98
2021-08-18,Store_A,Grocery,0,339.15
2021-08-19,Store_A,Grocery,0,290.54
2021-08-20,Store_A,Grocery,0,270.59
2021-08-21,Store_A,Grocery,0,202.8
2021-08-22,Store_A,Grocery,0,235.31
2021-08-23,Store_A,Grocery,0,229.06
2021-08-24,Store_A,Grocery,0,314.51
2021-08-25,Store_A,Grocery,0,285.36
2021-08-26,Store_A,Grocery,0,259.47
2021-08-27,Store_A,Grocery,0,277.1
2021-08-28,Store_A,Grocery,0,284.77
2021-08-29,Store_A,Grocery,0,201.43
2021-08-30,Store_A,Grocery,0,255.87
2021-08-31,Store_A,Grocery,0,230.95
2021-09-01,Store_A,Grocery,0,333.39
2021-09-02,Store_A,Grocery,0,315.19
2021-09-03,Store_A,Grocery,0,302.47
2021-09-04,Store_A,Grocery,0,338.63
2021-09-05,Store_A,Grocery,0,261.85
2021-09-06,Store_A,Grocery,0,267.55
2021-09-07,Store_A,Grocery,0,332.85
2021-09-08,Store_A,Grocery,0,333.97
2021-09-09,Store_A,Grocery,0,215.45
2021-09-10,Store_A,Grocery,0,297.93
2021-09-11,Store_A,Grocery,0,303.08
2021-09-12,Store_A,Grocery,0,265.96
2021-09-13,Store_A,Grocery,0,210.08
2021-09-14,Store_A,Grocery,0,241.5
2021-09-15,Store_A,Grocery,0,306.37
2021-09-16,Store_A,Grocery,0,214.15
2021-09-17,Store_A,Grocery,0,312.64
2021-09-18,Store_A,Grocery,0,300.64
2021-09-19,Store_A,Grocery,0,191.57
2021-09-20,Store_A,Grocery,0,262.09
2021-09-21,Store_A,Grocery,0,337.2
2021-09-22,Store_A,Grocery,0,300.35
2021-09-23,Store_A,Grocery,0,265.08
2021-09-24,Store_A,Grocery,0,321.66
2021-09-25,Store_A,Grocery,0,264.79
2021-09-26,Store_A,Grocery,0,295.77
2021-09-27,Store_A,Grocery,1,379.16
2021-09-28,Store_A,Grocery,0,293.39
2021-09-29,Store_A,Grocery,0,334.6
2021-09-30,Store_A,Grocery,0,297.35
2021-10-01,Store_A,Grocery,0,328.19
2021-10-02,Store_A,Grocery,0,291.5
2021-10-03,Store_A,Grocery,0,223.58
2021-10-04,Store_A,Grocery,0,235.22
2021-10-05,Store_A,Grocery,0,371.08
2021-10-06,Store_A,Grocery,0,356.97
2021-10-07,Store_A,Grocery,0,321.76
2021-10-08,Store_A,Grocery,0,341.91
2021-10-09,Store_A,Grocery,0,288.44
2021-10-10,Store_A,Grocery,0,228.52
2021-10-11,Store_A,Grocery,1,353.11
2021-10-12,Store_A,Grocery,0,316.55
2021-10-13,Store_A,Grocery,0,314.03
2021-10-14,Store_A,Grocery,0,377.47
2021-10-15,Store_A,Grocery,0,385.75
2021-10-16,Store_A,Grocery,0,333.07
2021-10-17,Store_A,Grocery,0,236.21
2021-10-18,Store_A,Grocery,0,272.74
2021-10-19,Store_A,Grocery,0,342.52
2021-10-20,Store_A,Grocery,0,390.45
2021-10-21,Store_A,Grocery,0,395.88
2021-10-22,Store_A,Grocery,0,322.85
2021-10-23,Store_A,Grocery,0,360.07
2021-10-24,Store_A,Grocery,0,254.27
2021-10-25,Store_A,Grocery,0,301.84
2021-10-26,Store_A,Grocery,0,361.51
2021-10-27,Store_A,Grocery,0,344.57
2021-10-28,Store_A,Grocery,0,337.27
2021-10-29,Store_A,Grocery,0,350.01
2021-10-30,Store_A,Grocery,0,334.22
2021-10-31,Store_A,Grocery,0,311.15
2021-11-01,Store_A,Grocery,0,332.07
2021-11-02,Store_A,Grocery,0,395.5
2021-11-03,Store_A,Grocery,0,361.16
2021-11-04,Store_A,Grocery,0,374.67
2021-11-05,Store_A,Grocery,0,337.68
2021-11-06,Store_A,Grocery,0,365.56
2021-11-07,Store_A,Grocery,0,318.34
2021-11-08,Store_A,Grocery,0,285.79
2021-11-09,Store_A,Grocery,0,360.8
2021-11-10,Store_A,Grocery,0,395.1
2021-11-11,Store_A,Grocery,0,399.65
2021-11-12,Store_A,Grocery,0,382.58
2021-11-13,Store_A,Grocery,0,391.92
2021-11-14,Store_A,Grocery,0,355.09
2021-11-15,Store_A,Grocery,0,369.13
2021-11-16,Store_A,Grocery,0,385.9
2021-11-17,Store_A,Grocery,0,416.07
2021-11-18,Store_A,Grocery,0,357.69
2021-11-19,Store_A,Grocery,0,414.45
2021-11-20,Store_A,Grocery,0,379.87
2021-11-21,Store_A,Grocery,0,329.35
2021-11-22,Store_A,Grocery,0,347.05
2021-11-23,Store_A,Grocery,0,415.3
2021-11-24,Store_A,Grocery,0,400.21
2021-11-25,Store_A,Grocery,0,415.43
2021-11-26,Store_A,Grocery,0,410.74
2021-11-27,Store_A,Grocery,0,328.29
2021-11-28,Store_A,Grocery,0,295.12
2021-11-29,Store_A,Grocery,0,370.44
2021-11-30,Store_A,Grocery,0,466.26
2021-12-01,Store_A,Grocery,0,450.04
2021-12-02,Store_A,Grocery,0,324.33
2021-12-03,Store_A,Grocery,0,382.25
2021-12-04,Store_A,Grocery,0,440.55
2021-12-05,Store_A,Grocery,0,357.18
2021-12-06,Store_A,Grocery,0,452.25
2021-12-07,Store_A,Grocery,0,405.33
2021-12-08,Store_A,Grocery,0,403.82
2021-12-09,Store_A,Grocery,0,406.76
2021-12-10,Store_A,Grocery,0,422.88
2021-12-11,Store_A,Grocery,0,445.07
2021-12-12,Store_A,Grocery,0,327.88
2021-12-13,Store_A,Grocery,0,377.38
2021-12-14,Store_A,Grocery,0,396.01
2021-12-15,Store_A,Grocery,0,658.46
2021-12-16,Store_A,Grocery,0,576.73
2021-12-17,Store_A,Grocery,0,653.97
2021-12-18,Store_A,Grocery,0,674.33
2021-12-19,Store_A,Grocery,0,488.47
2021-12-20,Store_A,Grocery,0,636.45
2021-12-21,Store_A,Grocery,0,638.44
2021-12-22,Store_A,Grocery,0,603.65
2021-12-23,Store_A,Grocery,0,616.47
2021-12-24,Store_A,Grocery,0,670.17
2021-12-25,Store_A,Grocery,0,593.53
2021-12-26,Store_A,Grocery,0,567.33
2021-12-27,Store_A,Grocery,0,645.17
2021-12-28,Store_A,Grocery,0,618.13
2021-12-29,Store_A,Grocery,0,613.29
2021-12-30,Store_A,Grocery,0,613.88
2021-12-31,Store_A,Grocery,0,653.28
2022-01-01,Store_A,Grocery,0,464.64
2022-01-02,Store_A,Grocery,0,356.55
2022-01-03,Store_A,Grocery,0,389.01
2022-01-04,Store_A,Grocery,1,515.16
2022-01-05,Store_A,Grocery,0,400.81
2022-01-06,Store_A,Grocery,0,385.0
2022-01-07,Store_A,Grocery,0,418.15
2022-01-08,Store_A,Grocery,0,424.08
2022-01-09,Store_A,Grocery,0,316.09
2022-01-10,Store_A,Grocery,0,318.31
2022-01-11,Store_A,Grocery,0,445.19
2022-01-12,Store_A,Grocery,0,517.39
2022-01-13,Store_A,Grocery,1,570.06
2022-01-14,Store_A,Grocery,0,453.84
2022-01-15,Store_A,Grocery,0,398.71
2022-01-16,Store_A,Grocery,0,450.55
2022-01-17,Store_A,Grocery,1,513.67
2022-01-18,Store_A,Grocery,0,454.99
2022-01-19,Store_A,Grocery,0,454.02
2022-01-20,Store_A,Grocery,0,429.61
2022-01-21,Store_A,Grocery,0,445.95
2022-01-22,Store_A,Grocery,1,531.23
2022-01-23,Store_A,Grocery,0,416.46
2022-01-24,Store_A,Grocery,0,448.72
2022-01-25,Store_A,Grocery,0,381.45
2022-01-26,Store_A,Grocery,0,413.06
2022-01-27,Store_A,Grocery,0,405.3
2022-01-28,Store_A,Grocery,0,493.74
2022-01-29,Store_A,Grocery,1,580.38
2022-01-30,Store_A,Grocery,0,390.37
2022-01-31,Store_A,Grocery,1,474.68
2022-02-01,Store_A,Grocery,0,430.75
2022-02-02,Store_A,Grocery,0,473.49
2022-02-03,Store_A,Grocery,0,421.36
2022-02-04,Store_A,Grocery,0,449.56
2022-02-05,Store_A,Grocery,0,421.54
2022-02-06,Store_A,Grocery,0,402.64
2022-02-07,Store_A,Grocery,0,424.5
2022-02-08,Store_A,Grocery,1,539.41
2022-02-09,Store_A,Grocery,0,465.68
2022-02-10,Store_A,Grocery,0,385.82
2022-02-11,Store_A,Grocery,0,441.88
2022-02-12,Store_A,Grocery,0,464.31
2022-02-13,Store_A,Grocery,0,311.13
2022-02-14,Store_A,Grocery,0,421.51
2022-02-15,Store_A,Grocery,0,374.22
2022-02-16,Store_A,Grocery,0,506.45
2022-02-17,Store_A,Grocery,0,404.83
2022-02-18,Store_A,Grocery,0,467.73
2022-02-19,Store_A,Grocery,0,429.65
2022-02-20,Store_A,Grocery,0,362.15
2022-02-21,Store_A,Grocery,1,511.2
2022-02-22,Store_A,Grocery,0,381.51
2022-02-23,Store_A,Grocery,0,451.91
2022-02-24,Store_A,Grocery,0,411.44
2022-02-25,Store_A,Grocery,0,431.93
2022-02-26,Store_A,Grocery,1,499.2
2022-02-27,Store_A,Grocery,0,358.03
2022-02-28,Store_A,Grocery,0,359.63
2022-03-01,Store_A,Grocery,0,464.62
2022-03-02,Store_A,Grocery,0,455.64
2022-03-03,Store_A,Grocery,1,523.51
2022-03-04,Store_A,Grocery,0,475.03
2022-03-05,Store_A,Grocery,0,354.13
2022-03-06,Store_A,Grocery,0,303.4
2022-03-07,Store_A,Grocery,1,505.43
2022-03-08,Store_A,Grocery,0,400.62
2022-03-09,Store_A,Grocery,0,413.3
2022-03-10,Store_A,Grocery,0,358.24
2022-03-11,Store_A,Grocery,0,404.0
2022-03-12,Store_A,Grocery,0,440.7
2022-03-13,Store_A,Grocery,0,353.38
2022-03-14,Store_A,Grocery,0,382.85
2022-03-15,Store_A,Grocery,0,397.61
2022-03-16,Store_A,Grocery,0,429.12
2022-03-17,Store_A,Grocery,0,433.16
2022-03-18,Store_A,Grocery,0,404.6
2022-03-19,Store_A,Grocery,1,500.94
2022-03-20,Store_A,Grocery,0,386.41
2022-03-21,Store_A,Grocery,0,391.24
2022-03-22,Store_A,Grocery,0,389.32
2022-03-23,Store_A,Grocery,0,436.55
2022-03-24,Store_A,Grocery,0,335.85
2022-03-25,Store_A,Grocery,0,416.01
2022-03-26,Store_A,Grocery,0,409.13
2022-03-27,Store_A,Grocery,0,331.99
2022-03-28,Store_A,Grocery,0,378.77
2022-03-29,Store_A,Grocery,0,425.3
2022-03-30,Store_A,Grocery,0,421.77
2022-03-31,Store_A,Grocery,0,391.28
2022-04-01,Store_A,Grocery,0,415.53
2022-04-02,Store_A,Grocery,0,344.09
2022-04-03,Store_A,Grocery,0,344.06
2022-04-04,Store_A,Grocery,0,347.76
2022-04-05,Store_A,Grocery,0,410.4
2022-04-06,Store_A,Grocery,0,427.33
2022-04-07,Store_A,Grocery,1,454.47
2022-04-08,Store_A,Grocery,0,384.52
2022-04-09,Store_A,Grocery,1,462.98
2022-04-10,Store_A,Grocery,0,340.4
2022-04-11,Store_A,Grocery,1,413.68
2022-04-12,Store_A,Grocery,0,424.94
2022-04-13,Store_A,Grocery,0,392.84
2022-04-14,Store_A,Grocery,0,365.49
2022-04-15,Store_A,Grocery,0,417.09
2022-04-16,Store_A,Grocery,1,465.2
2022-04-17,Store_A,Grocery,0,323.68
2022-04-18,Store_A,Grocery,0,311.37
2022-04-19,Store_A,Grocery,0,413.12
2022-04-20,Store_A,Grocery,0,361.36
2022-04-21,Store_A,Grocery,0,393.41
2022-04-22,Store_A,Grocery,0,363.87
2022-04-23,Store_A,Grocery,0,338.71
2022-04-24,Store_A,Grocery,0,245.75
2022-04-25,Store_A,Grocery,1,396.56
2022-04-26,Store_A,Grocery,1,459.51
2022-04-27,Store_A,Grocery,0,372.77
2022-04-28,Store_A,Grocery,0,367.49
2022-04-29,Store_A,Grocery,0,359.9
2022-04-30,Store_A,Grocery,0,300.72
2022-05-01,Store_A,Grocery,0,280.16
2022-05-02,Store_A,Grocery,0,312.29
2022-05-03,Store_A,Grocery,0,362.04
2022-05-04,Store_A,Grocery,0,333.85
2022-05-05,Store_A,Grocery,0,307.69
2022-05-06,Store_A,Grocery,0,335.62
2022-05-07,Store_A,Grocery,1,469.36
2022-05-08,Store_A,Grocery,0,303.44
2022-05-09,Store_A,Grocery,0,277.91
2022-05-10,Store_A,Grocery,0,317.71
2022-05-11,Store_A,Grocery,0,364.81
2022-05-12,Store_A,Grocery,0,364.95
2022-05-13,Store_A,Grocery,0,404.46
2022-05-14,Store_A,Grocery,0,296.62
2022-05-15,Store_A,Grocery,0,234.56
2022-05-16,Store_A,Grocery,0,295.69
2022-05-17,Store_A,Grocery,0,336.53
2022-05-18,Store_A,Grocery,0,328.56
2022-05-19,Store_A,Grocery,0,278.86
2022-05-20,Store_A,Grocery,0,335.24
2022-05-21,Store_A,Grocery,0,365.15
2022-05-22,Store_A,Grocery,0,220.7
2022-05-23,Store_A,Grocery,0,284.13
2022-05-24,Store_A,Grocery,0,398.32
2022-05-25,Store_A,Grocery,0,307.68
2022-05-26,Store_A,Grocery,0,317.68
2022-05-27,Store_A,Grocery,0,387.14
2022-05-28,Store_A,Grocery,0,316.92
2022-05-29,Store_A,Grocery,0,264.56
2022-05-30,Store_A,Grocery,0,294.62
2022-05-31,Store_A,Grocery,0,323.89
2022-06-01,Store_A,Grocery,0,361.17
2022-06-02,Store_A,Grocery,0,308.02
2022-06-03,Store_A,Grocery,0,313.23
2022-06-04,Store_A,Grocery,0,294.15
2022-06-05,Store_A,Grocery,0,232.28
2022-06-06,Store_A,Grocery,0,247.06
2022-06-07,Store_A,Grocery,0,305.63
2022-06-08,Store_A,Grocery,0,309.9
2022-06-09,Store_A,Grocery,0,300.18
2022-06-10,Store_A,Grocery,0,381.36
2022-06-11,Store_A,Grocery,0,290.01
2022-06-12,Store_A,Grocery,0,264.23
2022-06-13,Store_A,Grocery,0,272.4
2022-06-14,Store_A,Grocery,0,298.42
2022-06-15,Store_A,Grocery,0,286.96
2022-06-16,Store_A,Grocery,0,278.73
2022-06-17,Store_A,Grocery,0,308.74
2022-06-18,Store_A,Grocery,0,252.66
2022-06-19,Store_A,Grocery,0,188.45
2022-06-20,Store_A,Grocery,0,258.72
2022-06-21,Store_A,Grocery,1,441.2
2022-06-22,Store_A,Grocery,0,293.45
2022-06-23,Store_A,Grocery,0,219.64
2022-06-24,Store_A,Grocery,0,227.39
2022-06-25,Store_A,Grocery,0,236.82
2022-06-26,Store_A,Grocery,0,224.4
2022-06-27,Store_A,Grocery,0,199.77
2022-06-28,Store_A,Grocery,0,309.76
2022-06-29,Store_A,Grocery,0,311.97
2022-06-30,Store_A,Grocery,0,258.9
2022-07-01,Store_A,Grocery,0,244.86
2022-07-02,Store_A,Grocery,0,243.29
2022-07-03,Store_A,Grocery,0,189.47
2022-07-04,Store_A,Grocery,0,248.93
2022-07-05,Store_A,Grocery,1,341.01
2022-07-06,Store_A,Grocery,0,334.22
2022-07-07,Store_A,Grocery,0,269.9
2022-07-08,Store_A,Grocery,0,306.1
2022-07-09,Store_A,Grocery,0,283.66
2022-07-10,Store_A,Grocery,0,237.68
2022-07-11,Store_A,Grocery,1,345.23
2022-07-12,Store_A,Grocery,0,298.26
2022-07-13,Store_A,Grocery,0,263.03
2022-07-14,Store_A,Grocery,0,315.19
2022-07-15,Store_A,Grocery,0,293.51
2022-07-16,Store_A,Grocery,0,238.91
2022-07-17,Store_A,Grocery,0,178.44
2022-07-18,Store_A,Grocery,1,276.07
2022-07-19,Store_A,Grocery,1,363.35
2022-07-20,Store_A,Grocery,0,205.26
2022-07-21,Store_A,Grocery,0,281.4
2022-07-22,Store_A,Grocery,0,302.56
2022-07-23,Store_A,Grocery,1,333.2
2022-07-24,Store_A,Grocery,0,191.16
2022-07-25,Store_A,Grocery,0,233.32
2022-07-26,Store_A,Grocery,0,236.55
2022-07-27,Store_A,Grocery,0,277.19
2022-07-28,Store_A,Grocery,0,257.26
2022-07-29,Store_A,Grocery,0,281.41
2022-07-30,Store_A,Grocery,1,343.36
2022-07-31,Store_A,Grocery,1,265.24
2022-08-01,Store_A,Grocery,0,225.58
2022-08-02,Store_A,Grocery,0,257.1
2022-08-03,Store_A,Grocery,0,304.62
2022-08-04,Store_A,Grocery,0,303.7
2022-08-05,Store_A,Grocery,1,425.52
2022-08-06,Store_A,Grocery,0,265.67
2022-08-07,Store_A,Grocery,0,175.16
2022-08-08,Store_A,Grocery,0,266.39
2022-08-09,Store_A,Grocery,0,299.06
2022-08-10,Store_A,Grocery,0,331.77
2022-08-11,Store_A,Grocery,0,267.77
2022-08-12,Store_A,Grocery,0,351.19
2022-08-13,Store_A,Grocery,0,273.65
2022-08-14,Store_A,Grocery,1,282.69
2022-08-15,Store_A,Grocery,0,225.41
2022-08-16,Store_A,Grocery,0,299.44
2022-08-17,Store_A,Grocery,0,274.51
2022-08-18,Store_A,Grocery,0,321.87
2022-08-19,Store_A,Grocery,0,313.5
2022-08-20,Store_A,Grocery,0,273.17
2022-08-21,Store_A,Grocery,0,208.65
2022-08-22,Store_A,Grocery,0,237.84
2022-08-23,Store_A,Grocery,0,233.45
2022-08-24,Store_A,Grocery,0,282.86
2022-08-25,Store_A,Grocery,0,322.44
2022-08-26,Store_A,Grocery,0,312.35
2022-08-27,Store_A,Grocery,0,311.86
2022-08-28,Store_A,Grocery,0,245.86
2022-08-29,Store_A,Grocery,0,251.16
2022-08-30,Store_A,Grocery,0,315.25
